index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
833,55:12.9,-4.32E+18,,158.149.54.134,NO,-,-,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,FALSE,FALSE,FALSE
834,55:13.1,2.98E+18,,188.228.102.85,NO,-,-,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,TRUE,FALSE,FALSE
835,55:13.1,-4.32E+18,,80.211.254.146,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1950.117 Mobile Safari/537.36 PHX/5.5",Chrome Mobile 81.0.4044.1950,Android 6.0.99,mobile,FALSE,FALSE,FALSE
836,55:13.4,3.29E+18,,141.195.12.138,NO,Troms og Finnmark,Hammerfest,200665,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,FALSE,FALSE,FALSE
837,55:13.6,-1.48E+18,,209.236.117.32,US,-,-,393398,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/605.1.15 (KHTML, like Gecko CriOS/87 Version/11.1.1.1102 Safari/605.1.15",Safari 11.1.1.1102,Android 5.5.1,mobile,FALSE,TRUE,FALSE
838,55:15.4,-8.64E+18,,82.147.45.239,NO,Innlandet,Brumunddal,29492,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36",Chrome 90.0.4411,Chrome OS 5978.98.0,desktop,TRUE,FALSE,FALSE
839,55:16.2,-4.32E+18,,92.220.131.45,NO,Vestland,Stord,29695,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20081407 Firefox/20.0.0.1618,Firefox 20.0.0.1618,Android 6.0.99,mobile,FALSE,FALSE,FALSE
840,55:17.5,-2.27E+18,,91.189.121.75,NO,-,Oppegard,49788,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36 OPR/69.0.3686.77",Opera 69.0.3686,Mac OS X 10.12.5,desktop,TRUE,FALSE,FALSE
841,55:18.0,-4.32E+18,,51.174.42.171,NO,Rogaland,Stavanger,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/248113,Firefox 20.0.0.1618,iOS 13.4,mobile,FALSE,FALSE,FALSE
842,55:18.7,-4.32E+18,,103.3.244.230,VN,-,-,135967,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1954.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1954,Android 5.5.1,mobile,FALSE,FALSE,FALSE
843,55:18.8,-3.07E+18,,10.0.77.228,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,FALSE,FALSE,FALSE
844,55:19.1,-6.32E+18,,77.106.171.14,NO,Innlandet,Lillehammer,29492,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,FALSE,FALSE,FALSE
845,55:20.7,-4.32E+18,,10.0.54.207,AU,New South Wales,Tewinga,60117,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.122 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,FALSE,FALSE,FALSE
846,55:20.8,-4.32E+18,,170.39.79.130,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36Snapchat11.0.6.82 (SM-A520F; Android 8.0.0#A520FXXSFCTG8#26; gzip variation/188255",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,FALSE,FALSE,FALSE
847,55:21.2,-6.05E+18,,10.0.77.176,NO,Nordland,Storforshei,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
848,55:22.2,-4.32E+18,,80.211.254.146,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1950.117 Mobile Safari/537.36 PHX/5.5",Chrome Mobile 81.0.4044.1950,Android 6.0.99,mobile,FALSE,FALSE,FALSE
849,55:23.1,6.51E+18,,10.0.110.194,IN,Maharashtra,Mumbai,45775,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.81 Safari/537.36 variation/6267",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
850,55:23.7,-7.19E+18,,84.208.211.166,NO,Rogaland,Stavanger,41164,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,TRUE,FALSE,FALSE
851,55:24.6,-4.32E+18,,91.227.123.86,PL,-,-,198921,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NDQS26.69-64-2; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,FALSE,FALSE,FALSE
852,55:25.1,-4.32E+18,,89.162.32.81,NO,Nordland,Glomfjord,29695,"Mozilla/5.0  (iPad; CPU OS 9_3_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/78.0.3904.108 Mobile Safari/537.36 PHX/6.0",Chrome Mobile 78.0.3904,iOS 9.3.6,tablet,FALSE,FALSE,FALSE
853,55:25.8,-4.32E+18,,10.0.10.191,US,Minnesota,Marine on Saint Croix,54903,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1955.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1955,Android 6.0.99,mobile,FALSE,TRUE,FALSE
854,55:26.9,-4.32E+18,,10.0.54.207,AU,New South Wales,Tewinga,60117,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.122 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,FALSE,FALSE,FALSE
855,55:27.5,-4.32E+18,,93.89.229.28,TR,-,-,51557,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1618 variation/193359,Firefox 20.0.0.1618,iOS 11.2.6,mobile,FALSE,FALSE,FALSE
856,55:27.6,-2.93E+18,,187.0.73.170,BR,Parana,Londrina,22689,Mozilla/5.0  (Linux; U; Android 2.2) Gecko/20150101 Firefox/20.0.0.1618 (Chrome,Firefox 20.0.0.1618,Android 2.2,mobile,TRUE,FALSE,FALSE
857,55:28.9,2.35E+18,,78.91.114.17,NO,Trøndelag,Trondheim,224,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/523.10 (KHTML, like Gecko Version/4.0 Mobile Safari/523.10 variation/277411",Android 2.0.0.2449,iOS 7.1,mobile,TRUE,FALSE,FALSE
858,55:31.2,-4.32E+18,,170.39.76.187,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 PHX/4.0",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,FALSE,FALSE,FALSE
859,55:31.2,5.41E+18,,83.243.159.223,NO,Møre og Romsdal,Stranda,41164,"Mozilla/5.0  (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",Android 2.3.6,iOS 8.2,mobile,TRUE,FALSE,FALSE
860,55:32.4,-4.27E+18,,170.39.78.84,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 PHX/4.0",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,FALSE,FALSE,FALSE
861,55:32.6,6.39E+18,,10.2.145.93,ID,-,-,24527,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Plus Build/NMA26.42-142; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,FALSE,FALSE,FALSE
862,55:34.4,7.44E+18,,10.2.69.162,NO,Oslo County,Oslo,29607,"Mozilla/5.0  (X11; CrOS aarch64 11316.123.0) AppleWebKit/537.36 (KHTML, like Gecko QtWebEngine/5.12.6 Chrome/69.0.3497.17.19.128 Safari/537.36",Chrome 69.0.3497.17.19,Chrome OS 11316.123.0,desktop,TRUE,FALSE,FALSE
863,55:34.5,5.59E+18,,10.0.76.165,NO,-,-,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,TRUE,FALSE,FALSE
864,55:34.7,6.28E+18,,89.221.242.4,NO,Viken,Drammen,50304,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.95 Safari/537.36",Chrome 69.0.3497.17.19,Chrome OS 5978.98.0,desktop,TRUE,FALSE,FALSE
865,55:35.7,5.21E+18,,95.169.53.75,NO,Innlandet,Hamar,29492,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,TRUE,FALSE,FALSE
866,55:37.6,-4.32E+18,,91.219.197.39,UA,-,-,51725,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Build/NDQS26.69-64-11-2; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,FALSE,FALSE,FALSE
867,55:37.9,-5.72E+18,515,37.191.148.108,NO,Oslo County,Oslo,57963,"Mozilla/5.0 (Linux; Android 6.0.2; P7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36",Chrome Mobile 78.0.3904,Android 6.0.2,mobile,TRUE,FALSE,FALSE
868,55:38.5,-6.57E+18,,176.107.129.205,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 DuckDuckGo/5 Safari/537.36 variation/63123",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,TRUE,FALSE,FALSE
869,55:38.8,-4.32E+18,,23.137.224.179,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,FALSE,FALSE,FALSE
870,55:39.0,-8.47E+18,,10.1.105.200,BR,-,-,500194,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.87 Mobile Safari/537.36 (AirWatch Browser v7.11.0.10",Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,TRUE,FALSE,FALSE
871,55:39.3,-1.71E+18,729,103.198.70.23,MY,-,-,138148,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1727 variation/195225,Firefox 20.0.0.1727,iOS 11.2.6,mobile,TRUE,FALSE,FALSE
872,55:39.9,-4.32E+18,,92.220.155.110,NO,Vestland,Bergen,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.95 Safari/537.36",Chrome 69.0.3497.17.19,Chrome OS 5978.98.0,desktop,FALSE,FALSE,FALSE
873,55:40.4,4.30E+18,,10.0.77.228,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.203.88 Safari/537.36",Chrome 79.0.3945.192.203,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
874,55:42.3,-6.99E+18,,10.0.9.231,US,California,Los Angeles,54903,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.34 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,FALSE,TRUE,FALSE
875,55:42.9,1.75E+17,,84.208.140.144,NO,Viken,Drammen,41164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
876,55:43.5,-4.32E+18,,45.130.53.114,US,Texas,Dallas,398986,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1923.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1923,Android 6.0.99,mobile,FALSE,TRUE,FALSE
877,55:45.0,-8.25E+18,,176.124.234.52,UA,Ivano-Frankivsk Oblast,Dibrova,51622,"Mozilla/5.0 (X11; CrOS aarch64 12607.82.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.203.123 Safari/537.36",Chrome 79.0.3945.192.203,Chrome OS 12607.82.0,desktop,TRUE,FALSE,FALSE
878,55:45.3,7.67E+18,,212.88.129.172,DE,Rheinland-Pfalz,Enkenbach-Alsenborn,9063,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.89 Mobile Safari/537.36 OPT/2.6",Chrome Mobile 84.0.4147,Android 4.1,mobile,TRUE,FALSE,FALSE
879,55:45.9,-8.20E+18,,10.0.77.246,PL,Łódź Voivodeship,Brzykow,205727,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.99 Mobile Safari/537.36 OPT/2.8",Chrome Mobile 80.0.3987,Android 4.1,mobile,TRUE,FALSE,FALSE
880,55:45.9,1.35E+18,,170.39.76.12,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/MPJ24.139-23.1 AppleWebKit/537.36 (KHTML, like Gecko Chrome/49.0.2623.91 Mobile Safari/537.36",Chrome Mobile 49.0.2623,Android 4.1,mobile,TRUE,FALSE,FALSE
881,55:46.2,4.36E+18,,185.161.200.171,DE,-,-,9063,"Mozilla/5.0  (Linux; U; Android 2.2) Build/QPJS30.63-35-1-9; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [TNMOBILE/Android 2.8.0]",Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,TRUE,TRUE,FALSE
882,55:46.6,6.96E+18,,81.166.167.26,NO,Viken,Mjondalen,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,TRUE,FALSE,FALSE
883,55:48.5,-3.32E+18,,158.149.78.165,NO,-,-,29492,"Mozilla/5.0  (X11; CrOS aarch64 13099.30.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.128 Safari/537.36 (Ecosia android@69.0.3497.17.19.128",Chrome 69.0.3497.17.19,Chrome OS 13099.30.0,desktop,TRUE,FALSE,FALSE
884,55:48.8,-4.32E+18,,10.0.58.107,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/NDRS26.58-33-9-16; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.117 Mobile Safari/537.36",Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,FALSE,FALSE,FALSE
885,55:49.1,-4.32E+18,,10.1.105.201,BR,Piaui,Brasileira,500194,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,FALSE,FALSE,FALSE
886,55:51.2,-6.28E+18,,10.0.83.196,PL,Łódź Voivodeship,Biala Gora,205727,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1923.138 Mobile Safari/537.36 variation/73493",Chrome Mobile 81.0.4044.1923,Android 5.5.1,mobile,TRUE,FALSE,FALSE
887,55:52.3,-4.32E+18,,193.239.255.33,UA,-,-,35442,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NDQS26.69-64-2; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,FALSE,FALSE,FALSE
888,55:53.3,-6.57E+18,,176.107.129.205,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 DuckDuckGo/5 Safari/537.36 variation/63123",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,TRUE,FALSE,FALSE
889,55:54.4,-3.85E+18,,10.2.146.231,DE,Bavaria,Munich,209169,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome,Firefox 20.0.0.1618,iOS 11.2.6,mobile,TRUE,FALSE,FALSE
890,55:55.3,-4.32E+18,,193.239.255.33,UA,-,-,35442,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NDQS26.69-64-2; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,FALSE,FALSE,FALSE
891,55:56.0,-4.32E+18,,37.148.148.25,NO,Innlandet,Hamar,29492,"Mozilla/5.0  (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.58.122 Safari/537.36",Chrome 72.0.3626.58,Windows XP,desktop,FALSE,FALSE,FALSE
892,55:58.1,-3.13E+18,,80.203.41.36,NO,Viken,Maura,15659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
893,55:58.6,-1.61E+18,,158.149.23.154,NO,-,-,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
894,56:00.3,6.55E+18,,37.152.60.85,GB,-,-,43948,"Mozilla/5.0 (Linux; U; Android 7.1.2; en-gb; Redmi 4A Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.6.5-go",MiuiBrowser 12.6.5,Android 7.1.2,mobile,TRUE,FALSE,FALSE
895,56:00.8,-4.32E+18,,185.19.118.32,PL,Łódź Voivodeship,Reczno,49528,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20100101 Firefox/20.0.0.1618,Firefox 20.0.0.1618,Android 4.1,mobile,FALSE,FALSE,FALSE
896,56:04.3,-5.76E+18,,80.203.188.235,NO,-,-,15659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
897,56:05.0,7.97E+18,,10.2.67.192,RO,Bucuresti,Bucharest,500061,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.2917.2918.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.2917.2918,Android 5.5.1,mobile,TRUE,FALSE,FALSE
898,56:06.9,-6.28E+18,,10.0.83.196,PL,Łódź Voivodeship,Biala Gora,205727,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1923.138 Mobile Safari/537.36 variation/73493",Chrome Mobile 81.0.4044.1923,Android 5.5.1,mobile,TRUE,FALSE,FALSE
899,56:07.1,-2.86E+18,,80.202.230.142,NO,-,-,15659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,FALSE,FALSE,FALSE
900,56:07.4,8.67E+18,,46.250.201.17,NO,Rogaland,Haugesund,28824,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,TRUE,FALSE,FALSE
901,56:07.8,-4.32E+18,,10.0.58.107,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/NDRS26.58-33-9-16; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.117 Mobile Safari/537.36",Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,FALSE,FALSE,FALSE
902,56:07.9,3.59E+18,,10.0.183.132,NO,-,-,500022,"Mozilla/5.0  (X11; CrOS aarch64 13099.30.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.32 Safari/537.36",Chrome 69.0.3497.17.19,Chrome OS 13099.30.0,desktop,TRUE,FALSE,FALSE
903,56:09.2,3.97E+18,,185.10.29.73,NO,Troms og Finnmark,Vadsø,29695,"Mozilla/5.0 (Linux; Android 6.0.2; P7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36",Chrome Mobile 78.0.3904,Android 6.0.2,mobile,TRUE,FALSE,FALSE
904,56:09.5,7.77E+18,,51.174.146.9,NO,-,Notteroy,29695,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.78 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 5.5.1,mobile,FALSE,FALSE,FALSE
905,56:09.7,-6.57E+18,,176.107.129.205,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 DuckDuckGo/5 Safari/537.36 variation/63123",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,TRUE,FALSE,FALSE
906,56:09.9,-4.32E+18,,138.0.188.161,BR,Minas Gerais,Guarda Mor,52838,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,FALSE,FALSE,FALSE
907,56:11.7,2.30E+18,,10.1.29.110,NO,Agder,Eiken,50989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4158.1 Safari/537.36",Chrome 85.0.4158,Mac OS X 10.14.6,desktop,FALSE,FALSE,FALSE
908,56:11.9,-4.42E+18,,109.247.199.15,NO,Vestland,Eikelandsosen,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,FALSE,FALSE,FALSE
909,56:12.1,-4.32E+18,,209.236.123.126,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NCQS26.69-64-5; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,FALSE,TRUE,FALSE
910,56:12.6,-4.32E+18,,10.0.160.153,NO,-,-,500030,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 OPR/65.0.3467.72",Opera 65.0.3467,Mac OS X 10.14.6,desktop,FALSE,FALSE,FALSE
